seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
5056,116739,116.739,-0.856,0.065,0.309,4.5,-24.65,3.1,0.83,0.0,0.59,27.56,96743,388.64,1,0.770671606,0.237527639,0.515953362,-0.288856328,10.86,68.83,-33.64,-0.54,0.32,-0.66,3101,3101,True
5057,116759,116.759,-0.847,0.036,0.295,-7.44,-21.92,9.26,0.83,0.0,0.54,27.56,96743,388.69,1,0.772763014,0.235962182,0.513931215,-0.288156062,10.76,68.48,-33.56,-0.54,0.32,-0.66,39481,39481,True
5058,116779,116.779,-0.809,-0.026,0.322,-12.29,-17.87,5.11,0.78,0.0,0.54,27.56,96743,388.65,1,0.774949849,0.232734099,0.512228549,-0.287940174,10.16,68.11,-33.89,-0.54,0.32,-0.66,17825,17825,True
5059,116799,116.799,-0.754,-0.033,0.31,-1.26,-19.27,-0.38,0.73,0.05,0.54,27.56,96743,388.68,1,0.776554763,0.230421007,0.50995934,-0.289500237,9.51,67.73,-34.5,-0.54,0.32,-0.66,60313,60313,True
5060,116819,116.819,-0.761,0.015,0.282,13.34,-17.77,-3.74,0.73,0.0,0.44,27.56,96743,388.68,1,0.776806295,0.230442375,0.507922888,-0.292374015,9.17,67.5,-35.11,-0.54,0.32,-0.66,21245,21245,True
5061,116839,116.839,-0.748,0.055,0.258,15.5,-14.71,-0.53,0.73,0.0,0.44,27.55,96742,388.75,1,0.776910782,0.232379019,0.505899131,-0.294067591,9.49,67.33,-35.14,-0.54,0.32,-0.66,27443,27443,True
5062,116859,116.859,-0.779,0.05,0.261,8.36,-5.0,1.56,0.73,-0.05,0.49,27.56,96742,388.72,1,0.776501834,0.233864188,0.505550265,-0.29456982,9.77,67.35,-35.03,-0.54,0.32,-0.66,21563,21563,True
5063,116879,116.879,-0.811,0.048,0.294,2.04,10.26,5.79,0.83,-0.05,0.39,27.56,96742,388.72,1,0.775183976,0.235464588,0.507478833,-0.293447614,10.19,67.66,-34.63,-0.54,0.32,-0.66,65468,65468,True
5064,116899,116.899,-0.864,0.051,0.319,-1.87,15.7,-1.36,0.98,0.0,0.54,27.56,96743,388.64,1,0.773152292,0.236031771,0.51066494,-0.292824149,10.18,68.11,-34.6,-0.54,0.32,-0.66,53571,53571,True
5065,116919,116.919,-0.898,0.03,0.327,-2.57,24.47,1.95,0.83,0.0,0.54,27.56,96743,388.65,1,0.770542681,0.236663729,0.514930964,-0.291719615,10.19,68.69,-34.5,-0.54,0.32,-0.66,55469,55469,True
5066,116939,116.939,-0.895,0.041,0.382,0.27,24.46,-2.38,0.88,0.0,0.59,27.55,96743,388.66,1,0.768693507,0.237022996,0.517611623,-0.291562378,10.08,69.06,-34.59,-0.54,0.32,-0.66,55433,55433,True
5067,116959,116.959,-0.907,0.083,0.405,8.31,30.66,-5.34,0.98,-0.1,0.64,27.55,96743,388.69,1,0.766016364,0.23926875,0.520445585,-0.291729003,10.37,69.54,-34.49,-0.54,0.32,-0.66,23225,23225,True
5068,116979,116.979,-0.907,0.113,0.395,-2.95,26.27,-0.92,0.98,-0.2,0.64,27.55,96742,388.78,1,0.764431536,0.240571752,0.523034155,-0.290180862,10.79,69.93,-34.02,-0.54,0.32,-0.66,48813,48813,True
5069,116999,116.999,-0.927,0.108,0.393,-19.44,27.76,8.04,0.88,-0.05,0.64,27.55,96742,388.77,1,0.763848007,0.240487546,0.526270449,-0.285904557,11.37,70.3,-33.02,-0.54,0.32,-0.66,39207,39207,True
5070,117019,117.019,-0.956,0.025,0.43,-24.99,29.82,10.55,0.98,-0.05,0.59,27.55,96742,388.72,1,0.763193727,0.238980711,0.530313611,-0.281408936,11.59,70.73,-32.24,-0.54,0.32,-0.66,54227,54227,True
5071,117039,117.039,-1.021,0.018,0.443,-21.77,24.1,11.62,0.98,0.0,0.69,27.55,96742,388.71,1,0.762914956,0.237632349,0.53344202,-0.277364761,11.84,71.04,-31.49,-0.54,0.32,-0.66,49443,49443,True
5072,117059,117.059,-1.123,0.069,0.455,-16.64,28.66,6.5,1.18,0.0,0.59,27.55,96743,388.67,1,0.761878014,0.237031728,0.536897302,-0.274042338,12.14,71.44,-30.82,-0.54,0.32,-0.66,27494,27494,True
5073,117079,117.079,-1.151,0.096,0.466,-16.17,26.48,15.37,1.13,-0.05,0.73,27.55,96743,388.65,1,0.761496127,0.237477884,0.539548695,-0.269471973,13.09,71.75,-29.49,-0.54,0.32,-0.66,21112,21112,True
5074,117099,117.099,-1.115,0.077,0.483,-18.16,22.98,21.52,1.13,-0.1,0.73,27.55,96743,388.65,1,0.761744142,0.237869829,0.541641772,-0.264174104,14.25,71.96,-27.88,-0.54,0.32,-0.66,56428,56428,True
5075,117119,117.119,-1.084,0.053,0.472,-15.43,14.06,18.56,1.18,-0.1,0.69,27.54,96743,388.66,1,0.762508154,0.237755388,0.542627335,-0.260017872,15.1,72.02,-26.66,-0.54,0.32,-0.66,52243,52243,True
5076,117139,117.139,-1.016,0.004,0.463,-18.05,7.35,16.14,0.98,0.0,0.73,27.54,96742,388.71,1,0.76379472,0.236549437,0.543083727,-0.256363153,15.54,71.97,-25.79,-0.54,0.32,-0.66,38051,38051,True
5077,117159,117.159,-0.984,0.017,0.441,-19.68,3.24,12.46,1.03,-0.05,0.64,27.54,96742,388.7,1,0.765376568,0.234613165,0.54318583,-0.253188699,15.67,71.86,-25.22,-0.54,0.32,-0.66,4817,4817,True
5078,117179,117.179,-0.979,0.024,0.413,-17.81,0.97,11.29,0.98,0.0,0.69,27.54,96742,388.72,1,0.767010689,0.232659355,0.542978942,-0.250475764,15.7,71.71,-24.79,-0.54,0.32,-0.66,29338,29338,True
5079,117199,117.199,-0.969,0.037,0.375,-13.13,1.7,7.21,1.03,-0.1,0.59,27.54,96742,388.7,1,0.768156707,0.230895534,0.542891145,-0.248780385,15.56,71.61,-24.64,-0.54,0.32,-0.66,2052,2052,True
5080,117219,117.219,-0.986,0.059,0.357,-10.73,4.91,5.37,0.93,0.0,0.59,27.54,96743,388.66,1,0.768832147,0.229429886,0.54317975,-0.247416213,15.42,71.58,-24.53,-0.54,0.32,-0.66,10888,10888,True
5081,117239,117.239,-0.969,0.065,0.352,-11.11,11.18,3.54,0.98,-0.05,0.59,27.54,96743,388.63,1,0.768907905,0.228118628,0.544301569,-0.24592343,15.32,71.67,-24.38,-0.54,0.32,-0.66,32248,32248,True
5082,117259,117.259,-0.943,0.064,0.371,-8.36,10.69,-0.21,0.93,0.0,0.54,27.54,96742,388.7,1,0.768829167,0.226980001,0.545269489,-0.245077401,15.13,71.75,-24.39,-0.54,0.32,-0.66,35756,35756,True
5083,117279,117.279,-0.911,0.073,0.35,-2.9,7.16,-1.02,0.93,0.0,0.59,27.53,96742,388.72,1,0.768881679,0.226489514,0.545482337,-0.244892806,15.02,71.76,-24.44,-0.54,0.32,-0.66,40481,40481,True
5084,117299,117.299,-0.886,0.088,0.34,-9.38,10.02,-4.85,0.83,-0.1,0.49,27.53,96742,388.73,1,0.768809855,0.225159287,0.546405494,-0.244286284,14.73,71.84,-24.56,-0.54,0.32,-0.66,22806,22806,True
5085,117319,117.319,-0.881,0.072,0.329,-17.17,8.29,-6.77,0.93,-0.05,0.54,27.53,96742,388.71,1,0.769080162,0.222304866,0.547575772,-0.243427724,14.03,71.9,-24.93,-0.54,0.32,-0.66,21983,21983,True
5086,117339,117.339,-0.838,0.037,0.353,-17.54,5.35,-8.06,0.88,-0.05,0.64,27.53,96742,388.72,1,0.769493043,0.218899712,0.548550546,-0.243013695,13.08,71.92,-25.54,-0.54,0.32,-0.66,6106,6106,True
5087,117359,117.359,-0.821,0.067,0.34,-11.23,0.93,-16.22,0.78,0.0,0.64,27.53,96742,388.76,1,0.769838333,0.21573025,0.548793733,-0.244202346,11.89,71.87,-26.57,-0.54,0.32,-0.66,44537,44537,True
5088,117379,117.379,-0.821,0.094,0.339,-3.12,-3.42,-16.34,0.83,0.0,0.54,27.53,96742,388.75,1,0.770322323,0.213838458,0.548020601,-0.246069074,10.98,71.72,-27.48,-0.54,0.32,-0.66,28156,28156,True
5089,117399,117.399,-0.808,0.089,0.313,-4.07,-5.44,-11.56,0.78,-0.2,0.59,27.53,96742,388.78,1,0.771233439,0.212373614,0.546821773,-0.247148722,10.41,71.52,-28.03,-0.54,0.32,-0.66,2927,2927,True
5090,117419,117.419,-0.781,0.083,0.309,-7.12,-5.92,-5.34,0.83,-0.05,0.54,27.53,96741,388.79,1,0.772568822,0.211030036,0.545454443,-0.247150093,10.13,71.28,-28.21,-0.54,0.32,-0.66,17456,17456,True
5091,117439,117.439,-0.773,0.053,0.324,-2.85,-5.51,-5.66,0.73,-0.05,0.54,27.53,96742,388.78,1,0.773650706,0.209745005,0.544049323,-0.247955412,9.71,71.05,-28.6,-0.54,0.32,-0.66,17933,17933,True
5092,117459,117.459,-0.829,0.065,0.326,0.95,-7.05,-1.11,0.88,-0.05,0.44,27.53,96742,388.75,1,0.774968684,0.209599659,0.542033851,-0.248376444,9.72,70.78,-28.63,-0.54,0.32,-0.66,28330,28330,True
5093,117479,117.479,-0.917,0.095,0.351,7.4,-6.17,-3.2,0.93,-0.1,0.54,27.53,96742,388.72,1,0.775843322,0.210702956,0.539937913,-0.249275744,9.98,70.54,-28.56,-0.54,0.32,-0.66,51293,51293,True
5094,117499,117.499,-0.963,0.068,0.349,4.34,-7.86,3.61,0.93,0.0,0.59,27.52,96742,388.71,1,0.777318001,0.211638585,0.537456393,-0.249251842,10.41,70.23,-28.23,-0.54,0.32,-0.66,55768,55768,True
5095,117519,117.519,-0.948,0.051,0.363,2.82,-4.77,2.13,0.93,0.0,0.59,27.52,96743,388.68,1,0.778325975,0.211462617,0.535801828,-0.249817222,10.36,70.0,-28.33,-0.54,0.32,-0.66,16175,16175,True
5096,117539,117.539,-0.928,0.038,0.384,4.07,-1.53,-0.59,0.93,0.0,0.54,27.52,96743,388.67,1,0.778844297,0.2113031,0.534662545,-0.250775844,10.2,69.85,-28.56,-0.54,0.32,-0.66,21371,21371,True
5097,117559,117.559,-0.926,0.039,0.355,1.21,-5.1,-7.67,0.98,-0.05,0.59,27.52,96743,388.66,1,0.779298902,0.209620759,0.533710599,-0.252795011,9.43,69.69,-29.37,-0.54,0.32,-0.66,38760,38760,True
5098,117579,117.579,-0.92,0.087,0.311,-3.62,-3.95,-10.76,0.98,-0.15,0.54,27.52,96743,388.61,1,0.779095769,0.209172517,0.53395164,-0.253283083,9.2,69.71,-29.6,-0.54,0.32,-0.66,13375,13375,True
5099,117599,117.599,-0.959,0.162,0.321,-10.96,-3.56,-10.01,0.93,-0.1,0.54,27.52,96744,388.59,1,0.779459476,0.207986236,0.534099221,-0.252829283,8.97,69.68,-29.69,-0.54,0.32,-0.66,14849,14849,True
5100,117619,117.619,-1.082,0.213,0.321,-19.77,-4.73,-7.49,1.18,-0.24,0.49,27.52,96744,388.59,1,0.780202866,0.205738127,0.534608006,-0.251295656,8.66,69.65,-29.68,-0.54,0.32,-0.66,12244,12244,True
5101,117639,117.639,-1.225,0.277,0.367,-21.27,2.48,3.36,1.23,-0.34,0.59,27.52,96743,388.62,1,0.780862987,0.204644248,0.53566891,-0.247855991,8.97,69.72,-28.96,-0.54,0.32,-0.66,39027,39027,True
5102,117659,117.659,-1.253,0.269,0.417,-9.05,-6.08,15.54,1.27,-0.24,0.64,27.51,96743,388.66,1,0.782544315,0.206000671,0.53438431,-0.244175464,10.13,69.55,-27.62,-0.54,0.32,-0.66,18949,18949,True
5103,117679,117.679,-1.189,0.21,0.411,5.4,-2.69,28.21,1.27,-0.39,0.59,27.51,96743,388.66,1,0.783916116,0.210648313,0.532455027,-0.239988491,12.24,69.38,-25.55,-0.54,0.32,-0.66,52252,52252,True
5104,117699,117.699,-1.123,0.148,0.407,17.84,-1.71,32.91,1.08,-0.15,0.59,27.51,96743,388.69,1,0.784971178,0.217451021,0.529821038,-0.236273408,14.82,69.15,-23.26,-0.54,0.32,-0.66,19055,19055,True
5105,117719,117.719,-0.99,0.068,0.362,19.34,-1.7,35.21,0.98,-0.05,0.59,27.51,96743,388.67,1,0.785576701,0.222208753,0.527894199,-0.234137267,16.51,68.98,-21.81,-0.54,0.32,-0.66,58221,58221,True
5106,117739,117.739,-0.92,0.008,0.336,15.25,1.67,32.66,0.88,0.05,0.54,27.51,96744,388.6,1,0.785941124,0.226282179,0.526629627,-0.231849521,18.01,68.86,-20.47,-0.54,0.32,-0.66,29812,29812,True
5107,117759,117.759,-0.885,0.011,0.322,3.31,7.85,21.1,0.83,0.0,0.44,27.5,96744,388.58,1,0.785723329,0.227905139,0.527152479,-0.229800895,18.8,68.93,-19.64,-0.54,0.32,-0.66,59057,59057,True
5108,117779,117.779,-0.868,0.003,0.327,-5.27,7.93,13.99,0.88,0.0,0.59,27.5,96744,388.58,1,0.785659254,0.227665067,0.528154552,-0.22794956,19.06,69.02,-19.19,-0.54,0.32,-0.66,63089,63089,True
5109,117799,117.799,-0.868,0.022,0.329,-9.33,14.29,6.05,0.88,0.0,0.59,27.5,96744,388.57,1,0.784905434,0.226381287,0.530420721,-0.226558805,18.96,69.27,-19.04,-0.54,0.32,-0.66,43799,43799,True
5110,117819,117.819,-0.899,0.068,0.351,-17.14,11.7,2.8,0.93,-0.1,0.59,27.5,96744,388.58,1,0.784892559,0.223750427,0.532274008,-0.224863648,18.56,69.42,-19.06,-0.54,0.32,-0.66,55008,55008,True
5111,117839,117.839,-0.936,0.093,0.33,-21.44,12.46,-3.6,0.93,-0.1,0.49,27.49,96744,388.59,1,0.78411001,0.219949111,0.535492659,-0.223699436,17.72,69.75,-19.45,-0.54,0.32,-0.66,53755,53755,True
5112,117859,117.859,-0.926,0.088,0.344,-26.72,14.32,-0.1,0.93,-0.1,0.54,27.49,96744,388.6,1,0.784221768,0.216003761,0.537938774,-0.221270174,17.08,69.94,-19.53,-0.54,0.32,-0.66,41241,41241,True
5113,117879,117.879,-0.853,0.04,0.349,-20.51,9.82,-4.18,0.88,0.0,0.54,27.49,96744,388.53,1,0.784307182,0.212310314,0.539726973,-0.220184788,16.25,70.07,-19.93,-0.54,0.32,-0.66,29606,29606,True
5114,117899,117.899,-0.816,0.085,0.306,-11.29,9.32,-10.37,0.83,-0.05,0.54,27.49,96744,388.6,1,0.784148872,0.210033208,0.540813446,-0.220266655,15.58,70.17,-20.4,-0.54,0.32,-0.66,10450,10450,True
5115,117919,117.919,-0.853,0.125,0.32,-19.9,13.16,-4.06,0.83,-0.1,0.49,27.48,96744,388.59,1,0.78407836,0.208365232,0.542559087,-0.217795178,15.57,70.32,-20.04,-0.54,0.32,-0.66,64592,64592,True
5116,117939,117.939,-0.867,0.12,0.318,-30.15,14.44,-1.94,0.83,-0.05,0.54,27.48,96744,388.58,1,0.784323633,0.205543846,0.544784069,-0.214005783,15.5,70.48,-19.54,-0.54,0.32,-0.66,39820,39820,True
5117,117959,117.959,-0.871,0.052,0.369,-35.6,15.2,3.05,0.88,-0.1,0.54,27.48,96744,388.55,1,0.784826696,0.200960234,0.547298193,-0.210063487,14.95,70.65,-19.34,-0.54,0.32,-0.66,57293,57293,True
5118,117979,117.979,-0.861,0.032,0.337,-19.91,9.85,2.56,0.83,0.0,0.59,27.48,96744,388.58,1,0.785078645,0.197972879,0.548769057,-0.208112255,14.48,70.74,-19.39,-0.54,0.32,-0.66,16027,16027,True
5119,117999,117.999,-0.917,0.061,0.362,-15.87,6.0,-6.28,0.88,-0.05,0.54,27.47,96743,388.65,1,0.785418808,0.194906548,0.549565613,-0.2076208,13.69,70.77,-19.86,-0.54,0.32,-0.66,5790,5790,True
5120,118019,118.019,-0.964,0.104,0.359,-21.92,4.3,-5.1,0.98,-0.05,0.54,27.47,96743,388.64,1,0.786282241,0.192020535,0.55005163,-0.205746263,13.25,70.74,-19.9,-0.54,0.32,-0.66,13570,13570,True
5121,118039,118.039,-0.952,0.126,0.359,-27.16,2.04,-5.75,0.98,-0.05,0.54,27.46,96743,388.64,1,0.787425041,0.188646182,0.550505579,-0.203268275,12.79,70.67,-19.86,-0.54,0.32,-0.66,44555,44555,True
5122,118059,118.059,-0.867,0.1,0.373,-27.73,-0.5,-2.17,0.88,-0.1,0.59,27.46,96743,388.63,1,0.789022923,0.184817836,0.550434053,-0.200767338,12.23,70.53,-19.88,-0.54,0.32,-0.66,48764,48764,True
5123,118079,118.079,-0.846,0.072,0.353,-19.23,-4.01,-2.68,0.78,-0.05,0.59,27.45,96744,388.6,1,0.790634811,0.181727052,0.549626589,-0.199455604,11.67,70.32,-20.08,-0.54,0.32,-0.66,62175,62175,True
5124,118099,118.099,-0.881,0.084,0.321,-17.8,-2.82,3.67,0.88,-0.1,0.54,27.45,96743,388.66,1,0.792196274,0.180471882,0.54879427,-0.196671799,11.9,70.13,-19.52,-0.54,0.32,-0.66,40449,40449,True
5125,118119,118.119,-0.897,0.101,0.313,-27.76,5.19,1.96,0.88,-0.05,0.49,27.45,96743,388.64,1,0.792762935,0.178401425,0.55008322,-0.192634791,12.09,70.2,-18.8,-0.54,0.32,-0.66,17895,17895,True
5126,118139,118.139,-0.967,0.126,0.307,-37.43,13.11,4.26,0.98,-0.1,0.39,27.44,96743,388.65,1,0.792569995,0.175341904,0.553206027,-0.187219515,12.24,70.49,-17.92,-0.54,0.32,-0.66,46090,46090,True
5127,118159,118.159,-1.041,0.128,0.381,-45.21,24.4,11.06,1.03,-0.15,0.49,27.44,96742,388.74,1,0.792446971,0.172048092,0.55686456,-0.17980288,12.73,70.81,-16.5,-0.54,0.32,-0.66,58730,58730,True
5128,118179,118.179,-1.116,0.13,0.421,-43.58,23.18,14.55,1.03,-0.15,0.69,27.43,96743,388.65,1,0.792602539,0.168848321,0.559967399,-0.172360122,13.29,71.06,-15.02,-0.54,0.32,-0.66,47577,47577,True
5129,118199,118.199,-1.094,0.104,0.469,-32.71,15.82,22.16,1.18,-0.1,0.73,27.43,96743,388.65,1,0.793375731,0.16697678,0.561466336,-0.165617809,14.13,71.12,-13.46,-0.54,0.32,-0.66,58961,58961,True
5130,118219,118.219,-1.078,0.098,0.469,-18.56,7.87,18.55,1.13,0.0,0.69,27.43,96743,388.66,1,0.794372737,0.166380048,0.561561227,-0.161054686,14.89,71.04,-12.27,-0.54,0.32,-0.66,45964,45964,True
5131,118239,118.239,-0.993,0.112,0.446,-10.53,-1.02,11.44,1.03,-0.05,0.73,27.42,96743,388.66,1,0.795806646,0.16607447,0.560369372,-0.158421174,15.32,70.82,-11.59,-0.54,0.32,-0.66,54559,54559,True
5132,118259,118.259,-1.018,0.155,0.396,-8.09,-1.4,2.82,0.98,-0.1,0.64,27.42,96744,388.59,1,0.79690218,0.165933609,0.559324503,-0.156745538,15.6,70.64,-11.17,-0.54,0.32,-0.66,50739,50739,True
5133,118279,118.279,-1.017,0.231,0.335,-14.73,1.28,9.45,1.08,-0.2,0.54,27.41,96743,388.63,1,0.797582686,0.166244954,0.559299946,-0.152997315,16.42,70.57,-10.06,-0.54,0.32,-0.66,61786,61786,True
