seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
1252,40554,40.554,-0.857,0.12,0.509,-0.82,-0.12,-0.4,0.88,-0.1,0.69,28.28,96744,388.56,1,0.86283344,0.057076678,0.501335561,0.030384278,14.72,59.5,12.48,-0.54,0.32,-0.66,60732,60732,True
1253,40574,40.574,-0.88,0.135,0.487,-1.17,1.85,-2.08,0.83,-0.1,0.69,28.28,96744,388.52,1,0.862108767,0.05720726,0.502567232,0.030362029,14.82,59.66,12.56,-0.54,0.32,-0.66,14793,14793,True
1254,40594,40.594,-0.868,0.122,0.486,-0.49,1.2,-0.17,0.83,0.0,0.69,28.28,96744,388.56,1,0.861740947,0.056134,0.503356159,0.029733865,14.58,59.79,12.37,-0.54,0.32,-0.66,63160,63160,True
1255,40614,40.614,-0.863,0.118,0.498,-1.63,-0.84,-0.79,0.88,-0.15,0.73,28.28,96745,388.52,1,0.862391055,0.055163387,0.502368629,0.029401127,14.3,59.68,12.14,-0.54,0.32,-0.66,19527,19527,True
1256,40634,40.634,-0.861,0.119,0.491,-0.05,-0.11,-2.26,0.88,-0.15,0.73,28.28,96745,388.52,1,0.862830937,0.053953305,0.501796842,0.028492371,13.93,59.64,11.79,-0.54,0.32,-0.66,33460,33460,True
1257,40654,40.654,-0.862,0.117,0.487,-1.95,0.93,-1.24,0.88,-0.1,0.73,28.28,96744,388.56,1,0.862492502,0.052580439,0.502560377,0.027839027,13.63,59.77,11.56,-0.54,0.32,-0.66,49719,49719,True
1258,40674,40.674,-0.863,0.124,0.499,-1.06,3.13,-0.01,0.83,-0.1,0.69,28.28,96744,388.54,1,0.862794757,0.052995197,0.501969159,0.028350107,13.74,59.68,11.67,-0.54,0.32,-0.66,63172,63172,True
1259,40694,40.694,-0.865,0.114,0.489,-2.16,2.17,-2.71,0.83,-0.15,0.69,28.28,96744,388.53,1,0.862469912,0.051311828,0.502752364,0.027436493,13.35,59.81,11.35,-0.54,0.32,-0.66,43062,43062,True
1260,40714,40.714,-0.873,0.121,0.486,-1.45,0.56,1.5,0.83,-0.1,0.73,28.28,96745,388.5,1,0.86187166,0.051978175,0.503670633,0.028129563,13.61,59.91,11.61,-0.54,0.32,-0.66,22775,22775,True
1261,40734,40.734,-0.854,0.114,0.495,-0.71,1.29,-2.4,0.78,-0.05,0.64,28.28,96745,388.48,1,0.862404108,0.051517989,0.502823651,0.027809994,13.44,59.82,11.45,-0.54,0.32,-0.66,52194,52194,True
1262,40754,40.754,-0.887,0.125,0.482,-0.08,1.27,1.11,0.83,-0.1,0.73,28.29,96745,388.46,1,0.861708343,0.052160997,0.503926456,0.028214915,13.67,59.94,11.66,-0.54,0.32,-0.66,44640,44640,True
1263,40774,40.774,-0.865,0.127,0.488,0.49,-1.69,-1.6,0.93,-0.15,0.64,28.29,96745,388.5,1,0.861919343,0.053594332,0.503383458,0.028771708,13.98,59.84,11.9,-0.54,0.32,-0.66,13897,13897,True
1264,40794,40.794,-0.857,0.125,0.498,0.76,-0.64,0.23,0.98,-0.2,0.73,28.28,96744,388.54,1,0.862566352,0.054133583,0.502201974,0.029017683,14.05,59.68,11.94,-0.54,0.32,-0.66,15028,15028,True
1265,40814,40.814,-0.871,0.129,0.49,2.41,-1.57,0.47,0.93,-0.2,0.69,28.28,96744,388.58,1,0.862232149,0.055700518,0.50257951,0.029445332,14.42,59.7,12.22,-0.54,0.32,-0.66,6980,6980,True
1266,40834,40.834,-0.855,0.123,0.496,-0.15,-1.86,1.53,0.88,-0.1,0.69,28.28,96744,388.55,1,0.863016486,0.055708837,0.501218081,0.029656962,14.37,59.52,12.18,-0.54,0.32,-0.66,65463,65463,True
1267,40854,40.854,-0.852,0.109,0.489,1.46,0.34,-1.84,0.83,-0.05,0.78,28.28,96744,388.56,1,0.863227069,0.054572217,0.50104475,0.028550256,14.02,59.53,11.83,-0.54,0.32,-0.66,1158,1158,True
1268,40874,40.874,-0.863,0.127,0.489,0.76,-1.1,-1.31,0.83,-0.1,0.73,28.28,96744,388.53,1,0.862867117,0.055708833,0.50152266,0.028843097,14.3,59.57,12.04,-0.54,0.32,-0.66,53366,53366,True
1269,40894,40.894,-0.871,0.117,0.503,1.4,-1.26,0.66,0.88,-0.2,0.78,28.29,96745,388.5,1,0.863438427,0.055096343,0.50063628,0.02831576,14.07,59.48,11.82,-0.54,0.32,-0.66,126,126,True
1270,40914,40.914,-0.867,0.117,0.492,0.95,1.98,0.18,0.83,-0.1,0.69,28.29,96745,388.51,1,0.863033533,0.054197591,0.501472235,0.027592888,13.86,59.61,11.63,-0.54,0.32,-0.66,62413,62413,True
1271,40934,40.934,-0.867,0.135,0.479,1.86,-0.55,2.51,0.83,-0.05,0.73,28.28,96744,388.55,1,0.862557054,0.05572255,0.502085149,0.028300159,14.27,59.66,11.97,-0.54,0.32,-0.66,5132,5132,True
1272,40954,40.954,-0.851,0.127,0.489,1.01,-3.47,0.33,0.83,-0.1,0.69,28.29,96744,388.54,1,0.863368869,0.056696385,0.500554383,0.028724575,14.42,59.44,12.07,-0.54,0.32,-0.66,35246,35246,True
1273,40974,40.974,-0.87,0.118,0.5,0.76,-1.4,-0.63,0.83,-0.05,0.73,28.29,96745,388.51,1,0.863761187,0.055589739,0.500050187,0.027861793,14.09,59.4,11.76,-0.54,0.32,-0.66,44639,44639,True
1274,40994,40.994,-0.869,0.124,0.495,-0.63,0.44,-0.36,0.83,-0.05,0.69,28.29,96745,388.51,1,0.863197684,0.055186331,0.501081526,0.027593261,14.04,59.54,11.72,-0.54,0.32,-0.66,47660,47660,True
1275,41014,41.014,-0.851,0.117,0.495,-0.85,3.02,3.76,0.93,-0.1,0.73,28.29,96745,388.5,1,0.863519967,0.054914303,0.500531197,0.028041197,14.0,59.47,11.74,-0.54,0.32,-0.66,15822,15822,True
1276,41034,41.034,-0.861,0.121,0.496,0.14,3.15,-2.82,0.83,-0.05,0.78,28.29,96744,388.57,1,0.863838792,0.054130659,0.500103772,0.027361073,13.75,59.44,11.5,-0.54,0.32,-0.66,43644,43644,True
1277,41054,41.054,-0.868,0.129,0.483,-0.9,1.13,0.34,0.83,-0.05,0.69,28.29,96744,388.59,1,0.863198936,0.054812018,0.501106143,0.027854413,13.99,59.55,11.73,-0.54,0.32,-0.66,34339,34339,True
1278,41074,41.074,-0.875,0.125,0.491,1.24,0.0,-0.85,0.88,-0.1,0.78,28.29,96744,388.6,1,0.862601995,0.05520812,0.50210017,0.027664224,14.1,59.67,11.79,-0.54,0.32,-0.66,26536,26536,True
1279,41094,41.094,-0.859,0.124,0.497,0.21,0.23,0.93,0.83,-0.05,0.69,28.29,96744,388.6,1,0.86319375,0.055538911,0.501028657,0.027968323,14.14,59.53,11.83,-0.54,0.32,-0.66,59100,59100,True
1280,41114,41.114,-0.873,0.131,0.484,0.17,-1.13,-3.5,0.88,-0.05,0.73,28.29,96744,388.55,1,0.862744212,0.055966683,0.501769066,0.027713358,14.24,59.62,11.87,-0.54,0.32,-0.66,55879,55879,True
1281,41134,41.134,-0.862,0.118,0.492,2.26,-0.4,0.24,0.88,-0.15,0.69,28.29,96744,388.57,1,0.863086104,0.055206809,0.501309514,0.026895072,13.97,59.58,11.6,-0.54,0.32,-0.66,54271,54271,True
1282,41154,41.154,-0.871,0.119,0.5,1.48,-2.18,-0.71,0.83,-0.1,0.73,28.29,96744,388.56,1,0.863772571,0.054562505,0.500233769,0.026191633,13.72,59.46,11.33,-0.54,0.32,-0.66,36726,36726,True
1283,41174,41.174,-0.871,0.113,0.487,-0.89,0.82,-0.95,0.88,-0.2,0.64,28.29,96744,388.56,1,0.863248169,0.053789638,0.50124681,0.025707206,13.56,59.61,11.21,-0.54,0.32,-0.66,46238,46238,True
1284,41194,41.194,-0.868,0.113,0.489,-1.55,-0.11,-2.11,0.88,-0.1,0.73,28.29,96744,388.6,1,0.862922549,0.052543014,0.501977324,0.024949392,13.28,59.74,10.96,-0.54,0.32,-0.66,17072,17072,True
1285,41214,41.214,-0.873,0.125,0.487,-1.39,0.72,-0.4,0.93,-0.15,0.78,28.29,96744,388.54,1,0.862381935,0.053313825,0.502796292,0.025516119,13.53,59.82,11.2,-0.54,0.32,-0.66,39903,39903,True
1286,41234,41.234,-0.868,0.126,0.482,0.1,2.4,-0.6,0.83,-0.1,0.73,28.29,96744,388.56,1,0.86169672,0.054337576,0.503836751,0.025972078,13.84,59.94,11.46,-0.54,0.32,-0.66,12348,12348,True
1287,41254,41.254,-0.866,0.123,0.483,1.56,-0.23,-0.39,0.88,-0.1,0.69,28.29,96744,388.58,1,0.861188471,0.055484761,0.504567146,0.026226353,14.13,60.01,11.68,-0.54,0.32,-0.66,14249,14249,True
1288,41274,41.274,-0.859,0.118,0.489,-2.24,2.31,-1.68,0.83,-0.15,0.69,28.29,96743,388.63,1,0.86162734,0.054641142,0.503919423,0.026034625,13.91,59.94,11.51,-0.54,0.32,-0.66,12017,12017,True
1289,41294,41.294,-0.874,0.121,0.488,-0.62,0.79,-0.35,0.83,-0.1,0.78,28.29,96743,388.66,1,0.861002266,0.054402307,0.505021393,0.025862033,13.9,60.09,11.51,-0.54,0.32,-0.66,50836,50836,True
1290,41314,41.314,-0.849,0.105,0.499,-2.85,3.52,1.35,0.88,-0.1,0.69,28.29,96743,388.63,1,0.861306667,0.053597957,0.504575431,0.026110219,13.75,60.04,11.44,-0.54,0.32,-0.66,1368,1368,True
1291,41334,41.334,-0.863,0.127,0.488,-0.72,0.55,-2.92,0.88,-0.1,0.64,28.29,96743,388.66,1,0.861595571,0.054483112,0.503967285,0.026490426,13.93,59.95,11.58,-0.54,0.32,-0.66,7245,7245,True
1292,41354,41.354,-0.869,0.118,0.5,-0.39,0.41,-0.57,0.88,-0.1,0.69,28.29,96743,388.65,1,0.862186193,0.054107785,0.50300473,0.026334558,13.79,59.83,11.46,-0.54,0.32,-0.66,8891,8891,True
1293,41374,41.374,-0.87,0.126,0.488,-3.21,1.85,-0.99,0.88,-0.05,0.78,28.29,96743,388.62,1,0.861702204,0.054847848,0.503708661,0.027179392,14.07,59.9,11.74,-0.54,0.32,-0.66,26410,26410,True
1294,41394,41.394,-0.858,0.127,0.488,-1.23,-0.21,-1.85,0.83,-0.1,0.64,28.29,96744,388.6,1,0.862179756,0.055516247,0.502792537,0.027633663,14.2,59.76,11.86,-0.54,0.32,-0.66,4283,4283,True
1295,41414,41.414,-0.856,0.134,0.486,-0.77,0.55,-0.47,0.88,-0.2,0.64,28.29,96743,388.66,1,0.862187982,0.056852572,0.502581239,0.028491635,14.54,59.7,12.16,-0.54,0.32,-0.66,40450,40450,True
1296,41434,41.434,-0.861,0.11,0.49,-0.82,0.07,-3.36,0.88,-0.1,0.64,28.29,96743,388.65,1,0.862426877,0.055227853,0.502416372,0.027339941,14.09,59.72,11.75,-0.54,0.32,-0.66,57394,57394,True
1297,41454,41.454,-0.867,0.115,0.498,-2.05,1.11,0.87,0.83,-0.1,0.73,28.29,96743,388.65,1,0.862819493,0.054094717,0.501874924,0.027163159,13.82,59.67,11.56,-0.54,0.32,-0.66,53311,53311,True
1298,41474,41.474,-0.874,0.12,0.492,-1.64,-0.52,-1.53,0.88,-0.1,0.73,28.29,96743,388.65,1,0.86237669,0.05333136,0.502739906,0.026736917,13.67,59.8,11.44,-0.54,0.32,-0.66,23099,23099,True
1299,41494,41.494,-0.855,0.124,0.503,-0.56,1.09,-2.66,0.88,-0.1,0.69,28.29,96743,388.62,1,0.862899244,0.053397916,0.501838684,0.026672328,13.63,59.68,11.38,-0.54,0.32,-0.66,23102,23102,True
1300,41514,41.514,-0.873,0.118,0.485,-2.58,-0.15,-0.86,0.93,-0.2,0.69,28.29,96744,388.6,1,0.862363577,0.052953888,0.502806187,0.026662454,13.59,59.81,11.38,-0.54,0.32,-0.66,57439,57439,True
1301,41534,41.534,-0.862,0.131,0.481,-0.79,0.1,-2.15,0.93,-0.15,0.73,28.29,96743,388.62,1,0.86205852,0.05402365,0.503189683,0.027144372,13.87,59.84,11.62,-0.54,0.32,-0.66,44928,44928,True
1302,41554,41.554,-0.867,0.12,0.496,-0.49,0.56,0.01,0.83,-0.1,0.69,28.29,96744,388.58,1,0.862643123,0.053851116,0.502202928,0.0271869,13.79,59.71,11.55,-0.54,0.32,-0.66,57273,57273,True
1303,41574,41.574,-0.866,0.122,0.489,2.01,0.67,-0.82,0.88,-0.1,0.69,28.29,96744,388.58,1,0.862001657,0.054746818,0.503207207,0.027174026,14.02,59.83,11.7,-0.54,0.32,-0.66,50256,50256,True
1304,41594,41.594,-0.869,0.127,0.487,-0.5,-3.08,0.76,0.88,-0.05,0.69,28.29,96744,388.58,1,0.861893892,0.056038123,0.503205955,0.027974423,14.36,59.8,12.0,-0.54,0.32,-0.66,41696,41696,True
1305,41614,41.614,-0.863,0.13,0.487,1.27,-1.8,0.61,0.83,-0.1,0.78,28.29,96744,388.54,1,0.862050354,0.057798769,0.502692044,0.028795216,14.77,59.7,12.33,-0.54,0.32,-0.66,14074,14074,True
1306,41634,41.634,-0.871,0.123,0.506,0.79,-0.82,0.76,0.83,-0.05,0.69,28.29,96744,388.53,1,0.862701893,0.057489097,0.501620591,0.028586557,14.62,59.57,12.19,-0.54,0.32,-0.66,54268,54268,True
1307,41654,41.654,-0.864,0.123,0.493,-0.04,-0.29,-1.37,0.88,-0.1,0.73,28.29,96744,388.56,1,0.863024056,0.056202982,0.50126183,0.027700091,14.25,59.55,11.86,-0.54,0.32,-0.66,59062,59062,True
1308,41674,41.674,-0.864,0.127,0.483,-0.51,0.6,1.5,0.88,-0.05,0.64,28.3,96745,388.49,1,0.862387717,0.056787863,0.502263844,0.02817101,14.48,59.67,12.07,-0.54,0.32,-0.66,13363,13363,True
1309,41694,41.694,-0.872,0.122,0.502,1.47,-0.47,-2.17,0.83,-0.1,0.73,28.3,96744,388.56,1,0.862989247,0.056194756,0.501339972,0.027384618,14.22,59.57,11.8,-0.54,0.32,-0.66,63916,63916,True
1310,41714,41.714,-0.859,0.129,0.482,-0.15,-2.12,-0.92,0.88,-0.15,0.69,28.3,96745,388.51,1,0.862658024,0.057021607,0.501800776,0.027669035,14.44,59.61,11.98,-0.54,0.32,-0.66,27792,27792,True
1311,41734,41.734,-0.868,0.125,0.499,1.17,0.34,-0.09,0.88,-0.05,0.69,28.29,96744,388.53,1,0.86322695,0.056824852,0.500859022,0.027393911,14.32,59.5,11.85,-0.54,0.32,-0.66,3108,3108,True
1312,41754,41.754,-0.859,0.124,0.488,-0.39,-1.37,-2.59,0.83,-0.1,0.69,28.3,96744,388.53,1,0.862843037,0.056206636,0.501626611,0.026712198,14.17,59.62,11.69,-0.54,0.32,-0.66,47763,47763,True
1313,41774,41.774,-0.861,0.105,0.495,1.23,-0.31,-0.91,0.88,0.0,0.69,28.3,96744,388.54,1,0.863150954,0.055153307,0.501262188,0.02578399,13.84,59.6,11.37,-0.54,0.32,-0.66,44122,44122,True
1314,41794,41.794,-0.877,0.124,0.493,0.37,2.4,-0.27,0.93,-0.05,0.69,28.3,96745,388.49,1,0.862349629,0.055508189,0.502598941,0.02581281,13.98,59.76,11.49,-0.54,0.32,-0.66,64146,64146,True
1315,41814,41.814,-0.864,0.121,0.492,0.16,-0.8,-0.1,0.88,-0.1,0.64,28.3,96745,388.48,1,0.863044262,0.055342771,0.501428306,0.025718041,13.88,59.62,11.39,-0.54,0.32,-0.66,24507,24507,True
1316,41834,41.834,-0.87,0.121,0.502,0.98,-0.18,0.72,0.93,-0.15,0.69,28.3,96745,388.51,1,0.863666296,0.055286214,0.500366807,0.025631629,13.8,59.48,11.31,-0.54,0.32,-0.66,9604,9604,True
1317,41854,41.854,-0.874,0.104,0.499,0.87,0.5,-1.12,0.83,-0.05,0.73,28.3,96744,388.54,1,0.863677502,0.054080561,0.500529349,0.024636198,13.47,59.53,10.99,-0.54,0.32,-0.66,58272,58272,True
1318,41874,41.874,-0.846,0.128,0.49,2.24,0.26,-0.44,0.83,-0.1,0.69,28.3,96745,388.46,1,0.863886595,0.055720024,0.499961942,0.025164392,13.81,59.43,11.25,-0.54,0.32,-0.66,52606,52606,True
1319,41894,41.894,-0.866,0.131,0.485,0.04,0.79,1.7,0.88,-0.1,0.73,28.3,96745,388.47,1,0.863305688,0.056853551,0.500799775,0.025896091,14.16,59.51,11.56,-0.54,0.32,-0.66,1664,1664,True
1320,41914,41.914,-0.869,0.131,0.482,-1.0,-2.42,0.5,0.83,-0.05,0.69,28.3,96745,388.44,1,0.862967312,0.057500135,0.501284897,0.026356302,14.36,59.56,11.75,-0.54,0.32,-0.66,42833,42833,True
1321,41934,41.934,-0.865,0.118,0.494,1.37,-1.42,1.0,0.83,-0.15,0.73,28.3,96745,388.49,1,0.863318026,0.056606743,0.500818193,0.025667431,14.09,59.52,11.49,-0.54,0.32,-0.66,48172,48172,True
1322,41954,41.954,-0.865,0.127,0.479,-0.59,3.67,-3.15,0.88,-0.15,0.69,28.3,96745,388.5,1,0.862432003,0.056713924,0.502341449,0.025448577,14.17,59.72,11.54,-0.54,0.32,-0.66,62361,62361,True
1323,41974,41.974,-0.857,0.125,0.489,-1.66,1.01,-1.53,0.83,-0.2,0.69,28.3,96744,388.55,1,0.86292994,0.056933068,0.501443982,0.025778146,14.2,59.6,11.58,-0.54,0.32,-0.66,26937,26937,True
1324,41994,41.994,-0.856,0.109,0.491,-2.1,-0.76,-3.4,0.88,-0.15,0.83,28.3,96744,388.53,1,0.863301516,0.055147368,0.501055539,0.024750622,13.71,59.59,11.16,-0.54,0.32,-0.66,38393,38393,True
1325,42014,42.014,-0.862,0.112,0.491,-1.62,2.47,0.57,0.83,-0.1,0.78,28.3,96744,388.53,1,0.863107085,0.053717826,0.501570284,0.024245273,13.41,59.68,10.93,-0.54,0.32,-0.66,16101,16101,True
1326,42034,42.034,-0.854,0.118,0.485,-0.39,-0.26,0.98,0.83,-0.1,0.69,28.3,96745,388.49,1,0.86301142,0.05525624,0.501517534,0.025263375,13.82,59.64,11.3,-0.54,0.32,-0.66,62834,62834,True
1327,42054,42.054,-0.861,0.129,0.497,0.67,0.75,-2.27,0.93,-0.1,0.69,28.3,96744,388.54,1,0.863363504,0.056227818,0.500789702,0.025524301,14.0,59.53,11.42,-0.54,0.32,-0.66,37443,37443,True
1328,42074,42.074,-0.858,0.131,0.488,-2.33,1.77,-1.02,0.88,-0.15,0.59,28.3,96744,388.53,1,0.863043725,0.057261623,0.501178086,0.026400754,14.31,59.55,11.72,-0.54,0.32,-0.66,29409,29409,True
1329,42094,42.094,-0.857,0.126,0.481,-1.38,-1.43,0.98,0.78,-0.05,0.69,28.3,96745,388.5,1,0.862592161,0.057608765,0.501894057,0.026805991,14.47,59.63,11.88,-0.54,0.32,-0.66,30114,30114,True
1330,42114,42.114,-0.868,0.123,0.493,-2.41,2.53,-2.82,0.88,-0.15,0.69,28.3,96745,388.48,1,0.862516046,0.055749685,0.502283931,0.025864938,14.02,59.72,11.51,-0.54,0.32,-0.66,64632,64632,True
1331,42134,42.134,-0.854,0.126,0.495,-1.65,1.15,-1.85,0.83,-0.05,0.78,28.3,96745,388.49,1,0.863014936,0.055877399,0.501399398,0.026107807,14.02,59.6,11.52,-0.54,0.32,-0.66,59512,59512,True
1332,42154,42.154,-0.855,0.124,0.491,-0.34,-0.68,-0.48,0.83,-0.05,0.64,28.3,96744,388.58,1,0.8636356,0.056423381,0.500248849,0.026477179,14.11,59.44,11.59,-0.54,0.32,-0.66,50593,50593,True
1333,42174,42.174,-0.872,0.119,0.492,-0.82,-1.34,-0.43,0.88,-0.1,0.69,28.3,96744,388.57,1,0.863349617,0.055569001,0.500864804,0.025964463,13.92,59.54,11.43,-0.54,0.32,-0.66,17253,17253,True
1334,42194,42.194,-0.858,0.134,0.498,-0.15,1.17,-1.96,0.78,-0.1,0.59,28.3,96744,388.55,1,0.863592148,0.056591291,0.500307679,0.026423372,14.14,59.44,11.6,-0.54,0.32,-0.66,13620,13620,True
1335,42214,42.214,-0.871,0.124,0.496,0.26,0.39,-1.69,0.93,-0.15,0.78,28.3,96745,388.51,1,0.863077998,0.056001626,0.501294911,0.025762023,14.0,59.59,11.47,-0.54,0.32,-0.66,56981,56981,True
1336,42234,42.234,-0.871,0.15,0.483,-1.66,-0.2,-3.92,0.83,-0.15,0.69,28.3,96745,388.49,1,0.862802148,0.056772918,0.501668513,0.026036885,14.21,59.62,11.62,-0.54,0.32,-0.66,14464,14464,True
1337,42254,42.254,-0.861,0.125,0.501,-1.27,0.73,-5.63,0.88,-0.15,0.69,28.3,96745,388.45,1,0.863396764,0.056267884,0.500730813,0.025468882,13.99,59.52,11.41,-0.54,0.32,-0.66,45217,45217,True
1338,42274,42.274,-0.865,0.115,0.497,0.04,1.36,0.33,0.78,-0.1,0.69,28.3,96746,388.42,1,0.863565207,0.055135366,0.500597417,0.02484932,13.7,59.53,11.16,-0.54,0.32,-0.66,26981,26981,True
1339,42294,42.294,-0.854,0.131,0.489,-0.8,2.01,0.27,0.88,-0.15,0.73,28.3,96745,388.46,1,0.86335206,0.056547694,0.500757813,0.025830701,14.09,59.51,11.51,-0.54,0.32,-0.66,35665,35665,True
1340,42314,42.314,-0.854,0.124,0.5,-0.66,0.15,-2.13,0.88,-0.05,0.78,28.3,96745,388.48,1,0.863976061,0.056434002,0.499698699,0.025723912,14.0,59.38,11.42,-0.54,0.32,-0.66,37712,37712,True
1341,42334,42.334,-0.875,0.114,0.496,-1.47,0.47,0.6,0.93,-0.1,0.73,28.3,96745,388.52,1,0.863662958,0.055301655,0.500387669,0.025304597,13.77,59.49,11.25,-0.54,0.32,-0.66,1894,1894,True
1342,42354,42.354,-0.857,0.115,0.488,-0.55,-0.3,0.01,0.88,-0.1,0.73,28.3,96745,388.5,1,0.863498569,0.054139607,0.50083065,0.024651455,13.5,59.57,11.02,-0.54,0.32,-0.66,9006,9006,True
1343,42374,42.374,-0.865,0.133,0.497,0.37,1.87,0.98,0.88,-0.1,0.69,28.3,96745,388.5,1,0.86338836,0.055766799,0.500792682,0.025637457,13.92,59.53,11.39,-0.54,0.32,-0.66,19537,19537,True
1344,42394,42.394,-0.857,0.138,0.497,-1.91,-0.37,-2.13,0.88,-0.05,0.78,28.3,96745,388.51,1,0.863698125,0.056636203,0.500127792,0.02626919,14.12,59.42,11.57,-0.54,0.32,-0.66,44911,44911,True
1345,42414,42.414,-0.874,0.118,0.497,-0.18,0.62,0.27,0.83,-0.05,0.78,28.3,96743,388.61,1,0.863397896,0.055613924,0.500791907,0.025662582,13.89,59.53,11.38,-0.54,0.32,-0.66,56615,56615,True
1346,42434,42.434,-0.866,0.125,0.486,-0.34,-0.25,1.15,0.83,-0.1,0.69,28.3,96743,388.61,1,0.862839818,0.05622736,0.501663208,0.026075721,14.1,59.63,11.57,-0.54,0.32,-0.66,60575,60575,True
1347,42454,42.454,-0.869,0.133,0.494,1.43,2.16,0.24,0.88,-0.15,0.73,28.3,96743,388.66,1,0.862586856,0.057970583,0.501858294,0.026860543,14.54,59.62,11.93,-0.54,0.32,-0.66,58160,58160,True
1348,42474,42.474,-0.863,0.125,0.5,1.08,-0.37,0.27,0.78,-0.05,0.69,28.3,96743,388.65,1,0.863234043,0.058021512,0.500742912,0.026777914,14.48,59.48,11.85,-0.54,0.32,-0.66,48332,48332,True
1349,42494,42.494,-0.862,0.109,0.493,-0.73,0.74,-0.6,0.83,-0.15,0.83,28.3,96743,388.65,1,0.863295972,0.05661932,0.500837147,0.026009047,14.13,59.52,11.56,-0.54,0.32,-0.66,3801,3801,True
1350,42514,42.514,-0.873,0.121,0.497,0.48,-0.96,1.92,0.83,-0.1,0.73,28.3,96744,388.56,1,0.863263905,0.055698488,0.501021445,0.025508204,13.9,59.56,11.37,-0.54,0.32,-0.66,29959,29959,True
1351,42534,42.534,-0.845,0.129,0.488,0.36,-2.21,-0.51,0.93,-0.15,0.69,28.3,96744,388.55,1,0.86376828,0.056973021,0.49997586,0.02612631,14.16,59.4,11.57,-0.54,0.32,-0.66,10703,10703,True
1352,42554,42.554,-0.869,0.119,0.48,0.41,-0.03,1.26,0.93,-0.1,0.78,28.3,96745,388.52,1,0.86321342,0.056948535,0.500939965,0.026048949,14.2,59.53,11.61,-0.54,0.32,-0.66,28113,28113,True
1353,42574,42.574,-0.848,0.122,0.494,-0.11,-1.04,1.89,0.78,-0.1,0.73,28.3,96744,388.57,1,0.863924086,0.057082929,0.499680847,0.026377289,14.2,59.36,11.62,-0.54,0.32,-0.66,49222,49222,True
1354,42594,42.594,-0.855,0.115,0.49,0.36,0.7,-0.76,0.83,-0.15,0.64,28.3,96744,388.53,1,0.863847852,0.055850711,0.499998271,0.025484629,13.88,59.43,11.33,-0.54,0.32,-0.66,45198,45198,True
1355,42614,42.614,-0.858,0.123,0.489,1.05,0.44,-1.51,0.83,-0.05,0.73,28.3,96745,388.48,1,0.863250911,0.056619238,0.500941515,0.025492132,14.08,59.54,11.46,-0.54,0.32,-0.66,41643,41643,True
1356,42634,42.634,-0.854,0.126,0.495,-0.54,-2.53,-0.27,0.83,-0.15,0.78,28.3,96745,388.5,1,0.86402595,0.057192735,0.499516636,0.025909128,14.16,59.34,11.53,-0.54,0.32,-0.66,18643,18643,True
1357,42654,42.654,-0.868,0.125,0.489,-0.27,-0.98,-1.24,0.88,-0.05,0.78,28.3,96746,388.43,1,0.863535702,0.05720504,0.500372529,0.025707932,14.18,59.46,11.54,-0.54,0.32,-0.66,31479,31479,True
1358,42674,42.674,-0.863,0.124,0.488,1.34,-0.31,2.08,0.83,-0.2,0.73,28.3,96746,388.43,1,0.862966299,0.057599273,0.501304746,0.025788736,14.32,59.57,11.65,-0.54,0.32,-0.66,42739,42739,True
1359,42694,42.694,-0.866,0.128,0.492,0.91,-1.38,0.9,0.83,-0.1,0.64,28.3,96745,388.47,1,0.862813115,0.059254464,0.501332939,0.026603274,14.73,59.54,11.99,-0.54,0.32,-0.66,65040,65040,True
1360,42714,42.714,-0.853,0.129,0.485,1.24,1.21,0.44,0.83,-0.15,0.69,28.29,96745,388.52,1,0.86245209,0.060926381,0.501712918,0.02735915,15.16,59.55,12.34,-0.54,0.32,-0.66,22385,22385,True
1361,42734,42.734,-0.859,0.119,0.492,-0.53,-1.61,0.79,0.88,-0.1,0.73,28.3,96745,388.51,1,0.86290735,0.059780955,0.501095414,0.026842285,14.85,59.5,12.08,-0.54,0.32,-0.66,33210,33210,True
1362,42754,42.754,-0.863,0.113,0.496,-1.04,-0.09,-1.02,0.83,-0.15,0.78,28.29,96744,388.54,1,0.863210261,0.058366001,0.500780106,0.026092075,14.47,59.49,11.76,-0.54,0.32,-0.66,23999,23999,True
1363,42774,42.774,-0.872,0.126,0.491,0.3,0.27,-1.31,0.93,-0.1,0.78,28.29,96744,388.59,1,0.862624466,0.058217458,0.501825631,0.025706695,14.46,59.63,11.73,-0.54,0.32,-0.66,5010,5010,True
1364,42794,42.794,-0.847,0.121,0.507,-2.15,-0.22,-0.74,0.83,-0.1,0.83,28.29,96744,388.55,1,0.863295496,0.057727885,0.500723481,0.025776472,14.31,59.49,11.63,-0.54,0.32,-0.66,34766,34766,True
1365,42814,42.814,-0.862,0.129,0.5,-1.21,0.42,-1.32,0.88,-0.2,0.73,28.29,96744,388.53,1,0.863844216,0.058004096,0.499728709,0.026074035,14.34,59.36,11.66,-0.54,0.32,-0.66,64782,64782,True
